Alias	AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	INSDC_last_update	Instrument	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_accession	Sample_Name	Title	environment_biome	geographic_location_country_and_or_sea	Assay_Type	BioProject	Broker_name	Center_Name	Consent	Description	ENA_checklist	INSDC_center_name	INSDC_first_public	INSDC_status	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	collection_date	environment_feature	environment_material	geographic_location_latitude	geographic_location_longitude	host_associated_environmental_package	investigation_type	project_name	sequencing_method
330118001	302	SAMEA104467228	sra	ncbi		ERX2293883	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	16133	7264	ERR2241725	ERS2085170	ERS2085170	SAMEA104467228 ERS2085170	NL-PooledPig-F1-S102	poultry	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
801217001	200	SAMEA104467421	sra	ncbi		ERX2294076	2018-01-11T15:12:14Z	Illumina HiSeq 2500	Nextera TX	26/07/2018	10669	7256	ERR2241918	ERS2085363	ERS2085363	SAMEA104467421 ERS2085363	NL-PooledPig-F1-S295	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
101117001	302	SAMEA104467136	sra	ncbi		ERX2293791	2018-01-11T15:12:08Z	Illumina HiSeq 3000	101117001	25/07/2018	14626	7235	ERR2241633	ERS2085078	ERS2085078	SAMEA104467136 ERS2085078	NL-PooledPig-F1-S10	pig	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
711518001	302	SAMEA104467404	sra	ncbi		ERX2294059	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	15687	7228	ERR2241901	ERS2085346	ERS2085346	SAMEA104467404 ERS2085346	NL-PooledPig-F1-S278	poultry	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
700417001	302	SAMEA104467373	sra	ncbi		ERX2294028	2018-01-11T15:12:13Z	Illumina HiSeq 3000	700417001	26/07/2018	14633	7219	ERR2241870	ERS2085315	ERS2085315	SAMEA104467373 ERS2085315	NL-PooledPig-F1-S247	pig	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
900618002	302	SAMEA104467455	sra	ncbi		ERX2294110	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	17815	7146	ERR2241952	ERS2085397	ERS2085397	SAMEA104467455 ERS2085397	NL-PooledPig-F1-S329	poultry	Bulgaria	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
502018001	302	SAMEA104467308	sra	ncbi		ERX2293963	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	15988	7100	ERR2241805	ERS2085250	ERS2085250	SAMEA104467308 ERS2085250	NL-PooledPig-F1-S182	poultry	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
711418001	302	SAMEA104467403	sra	ncbi		ERX2294058	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	15674	7073	ERR2241900	ERS2085345	ERS2085345	SAMEA104467403 ERS2085345	NL-PooledPig-F1-S277	poultry	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
502817001	302	SAMEA104467316	sra	ncbi		ERX2293971	2018-01-11T15:12:12Z	Illumina HiSeq 3000	502817001	26/07/2018	14023	7032	ERR2241813	ERS2085258	ERS2085258	SAMEA104467316 ERS2085258	NL-PooledPig-F1-S190	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
330718001	302	SAMEA104467234	sra	ncbi		ERX2293889	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	15527	7023	ERR2241731	ERS2085176	ERS2085176	SAMEA104467234 ERS2085176	NL-PooledPig-F1-S108	poultry	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
502617001	302	SAMEA104467314	sra	ncbi		ERX2297487	2018-01-11T15:12:11Z	Illumina HiSeq 3000	502617001_2	26/07/2018	13991	7003	ERR2245464	ERS2085256	ERS2085256	SAMEA104467314 ERS2085256	NL-PooledPig-F1-S188	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
710118001	302	SAMEA104467390	sra	ncbi		ERX2294045	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	15634	7001	ERR2241887	ERS2085332	ERS2085332	SAMEA104467390 ERS2085332	NL-PooledPig-F1-S264	poultry	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
403717001	302	SAMEA104467283	sra	ncbi		ERX2293938	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	17577	6988	ERR2241780	ERS2085225	ERS2085225	SAMEA104467283 ERS2085225	NL-PooledPig-F1-S157	pig	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
402617001	302	SAMEA104467272	sra	ncbi		ERX2293927	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	17478	6987	ERR2241769	ERS2085214	ERS2085214	SAMEA104467272 ERS2085214	NL-PooledPig-F1-S146	pig	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
331818001	302	SAMEA104467245	sra	ncbi		ERX2293900	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	17855	6982	ERR2241742	ERS2085187	ERS2085187	SAMEA104467245 ERS2085187	NL-PooledPig-F1-S119	poultry	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
501318001	302	SAMEA104467301	sra	ncbi		ERX2293956	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	15253	6977	ERR2241798	ERS2085243	ERS2085243	SAMEA104467301 ERS2085243	NL-PooledPig-F1-S175	poultry	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
902217001	302	SAMEA104467471	sra	ncbi		ERX2294126	2018-01-11T15:12:15Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	15134	6955	ERR2241968	ERS2085413	ERS2085413	SAMEA104467471 ERS2085413	NL-PooledPig-F1-S345	pig	Bulgaria	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
101117001	302	SAMEA104467136	sra	ncbi		ERX2297468	2018-01-11T15:12:08Z	Illumina HiSeq 3000	101117001_2	26/07/2018	14046	6955	ERR2245445	ERS2085078	ERS2085078	SAMEA104467136 ERS2085078	NL-PooledPig-F1-S10	pig	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
601517001	302	SAMEA104467343	sra	ncbi		ERX2297500	2018-01-11T15:12:12Z	Illumina HiSeq 3000	601517001_2	26/07/2018	14129	6953	ERR2245477	ERS2085285	ERS2085285	SAMEA104467343 ERS2085285	NL-PooledPig-F1-S217	pig	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
501917001	302	SAMEA104467307	sra	ncbi		ERX2297485	2018-01-11T15:12:11Z	Illumina HiSeq 3000	501917001_2	26/07/2018	13993	6951	ERR2245462	ERS2085249	ERS2085249	SAMEA104467307 ERS2085249	NL-PooledPig-F1-S181	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
200717001	302	SAMEA104467175	sra	ncbi		ERX2293830	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	17521	6930	ERR2241672	ERS2085117	ERS2085117	SAMEA104467175 ERS2085117	NL-PooledPig-F1-S49	pig	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
500817001	302	SAMEA104467296	sra	ncbi		ERX2293951	2018-01-11T15:12:11Z	Illumina HiSeq 2500	500817001	26/07/2018	14023	6917	ERR2241793	ERS2085238	ERS2085238	SAMEA104467296 ERS2085238	NL-PooledPig-F1-S170	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
502617001	302	SAMEA104467314	sra	ncbi		ERX2293969	2018-01-11T15:12:11Z	Illumina HiSeq 3000	502617001	26/07/2018	13867	6914	ERR2241811	ERS2085256	ERS2085256	SAMEA104467314 ERS2085256	NL-PooledPig-F1-S188	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
401118001	302	SAMEA104467258	sra	ncbi		ERX2293913	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	17277	6893	ERR2241755	ERS2085200	ERS2085200	SAMEA104467258 ERS2085200	NL-PooledPig-F1-S132	poultry	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
602518001	302	SAMEA104467353	sra	ncbi		ERX2294008	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	14872	6854	ERR2241850	ERS2085295	ERS2085295	SAMEA104467353 ERS2085295	NL-PooledPig-F1-S227	poultry	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
711218001	302	SAMEA104467401	sra	ncbi		ERX2294056	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	14681	6828	ERR2241898	ERS2085343	ERS2085343	SAMEA104467401 ERS2085343	NL-PooledPig-F1-S275	poultry	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
801918001	302	SAMEA104467428	sra	ncbi		ERX2294083	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	15201	6817	ERR2241925	ERS2085370	ERS2085370	SAMEA104467428 ERS2085370	NL-PooledPig-F1-S302	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
603718001	302	SAMEA104467365	sra	ncbi		ERX2294020	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	14828	6777	ERR2241862	ERS2085307	ERS2085307	SAMEA104467365 ERS2085307	NL-PooledPig-F1-S239	poultry	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
901018001	302	SAMEA104467459	sra	ncbi		ERX2294114	2018-01-11T15:12:15Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	17141	6775	ERR2241956	ERS2085401	ERS2085401	SAMEA104467459 ERS2085401	NL-PooledPig-F1-S333	poultry	Bulgaria	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
400918001	302	SAMEA104467256	sra	ncbi		ERX2293911	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	16992	6727	ERR2241753	ERS2085198	ERS2085198	SAMEA104467256 ERS2085198	NL-PooledPig-F1-S130	poultry	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
330918001	302	SAMEA104467236	sra	ncbi		ERX2293891	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	16704	6726	ERR2241733	ERS2085178	ERS2085178	SAMEA104467236 ERS2085178	NL-PooledPig-F1-S110	poultry	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
501917001	302	SAMEA104467307	sra	ncbi		ERX2293962	2018-01-11T15:12:11Z	Illumina HiSeq 3000	501917001	26/07/2018	13580	6723	ERR2241804	ERS2085249	ERS2085249	SAMEA104467307 ERS2085249	NL-PooledPig-F1-S181	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
502817001	302	SAMEA104467316	sra	ncbi		ERX2297489	2018-01-11T15:12:12Z	Illumina HiSeq 3000	502817001_2	26/07/2018	13278	6696	ERR2245466	ERS2085258	ERS2085258	SAMEA104467316 ERS2085258	NL-PooledPig-F1-S190	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
400418001	302	SAMEA104467251	sra	ncbi		ERX2293906	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	17029	6676	ERR2241748	ERS2085193	ERS2085193	SAMEA104467251 ERS2085193	NL-PooledPig-F1-S125	poultry	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
700917001	302	SAMEA104467378	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297510	2018-01-11T15:12:13Z	Illumina HiSeq 3000	700917001_2	26/07/2018	13322	6672	ERR2245487	ERS2085320	ERS2085320	SAMEA104467378 ERS2085320	NL-PooledPig-F1-S252	pig	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
700317001	302	SAMEA104467372	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297504	2018-01-11T15:12:13Z	Illumina HiSeq 3000	700317001_2	26/07/2018	13550	6613	ERR2245481	ERS2085314	ERS2085314	SAMEA104467372 ERS2085314	NL-PooledPig-F1-S246	pig	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
400117001	302	SAMEA104467248	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293903	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	16489	6608	ERR2241745	ERS2085190	ERS2085190	SAMEA104467248 ERS2085190	NL-PooledPig-F1-S122	pig	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
206518001	302	SAMEA104467192	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293847	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	16647	6600	ERR2241689	ERS2085134	ERS2085134	SAMEA104467192 ERS2085134	NL-PooledPig-F1-S66	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
